video_id,label,modality,label_correct,modality_correct,suggested_labels,suggested_modality,reason,cleanup_verdict,cleanup_reason
R2Aq_j1TDSs_000040,helicopter,,False,True,"[{""label"": ""airplane"", ""modality"": ""both""}]",,"The vehicle in the video is a fixed-wing seaplane, not a helicopter.",genuine,A fixed-wing airplane is a fundamentally different aircraft type from a helicopter.
R2Aq_j1TDSs_000040,"rowboat, canoe, kayak rowing",,False,True,"[{""label"": ""airplane"", ""modality"": ""both""}]",,There are no boats or rowing activities present in the video; it features a motorized model airplane on floats.,genuine,"The video features a model airplane, and boats/rowing activities are completely absent."
R2LpN5yc8DA_000271,fire crackling,,False,False,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}]",both,"The sound produced is a continuous, loud roar characteristic of a jet or pressurized burner, rather than the intermittent popping and crackling associated with a wood fire.",genuine,The continuous roar of a burner is fundamentally different from the intermittent popping of crackling fire.
R449t87u6V0_000384,playing timpani,,False,True,"[{""label"": ""playing steelpan"", ""modality"": ""both""}, {""label"": ""playing congas"", ""modality"": ""both""}]",,Timpani are not present or played in this clip; the instruments being played are steelpans and congas.,genuine,Timpani are fundamentally different instruments from steelpans and congas.
R449t87u6V0_000384,playing tympani,,False,True,"[{""label"": ""playing steelpan"", ""modality"": ""both""}, {""label"": ""playing congas"", ""modality"": ""both""}]",,Tympani (timpani) are not present or played in this clip; the percussion instruments are steelpans and congas.,genuine,Timpani/tympani are fundamentally different instruments from steelpans and congas.
R3ykwo65XIQ_000560,people whispering,,False,True,"[{""label"": ""beat boxing"", ""modality"": ""both""}, {""label"": ""lip smacking"", ""modality"": ""both""}]",,"The individual is beatboxing into the microphone, not whispering. There is no audible or visible whispering in the clip.",genuine,Beatboxing is a fundamentally different vocal activity from whispering.
R3ykwo65XIQ_000560,wind noise,,False,True,"[{""label"": ""beat boxing"", ""modality"": ""both""}]",,The audio consists solely of beatboxing sounds; there is no environmental or ambient wind noise present.,genuine,"Beatboxing is a human vocal performance, which is fundamentally different from environmental wind noise."
R5HBBqLJsCk_000247,cap gun shooting,,False,False,"[{""label"": ""squishing water"", ""modality"": ""both""}]",both,"The video features slime being pressed through a mesh, creating popping and squishing sounds; there are no firearms being used.",genuine,The sound of squishing slime is fundamentally different from the sound of a firearm or toy gun.
R5HBBqLJsCk_000247,ripping paper,,False,False,"[{""label"": ""squishing water"", ""modality"": ""both""}]",both,"The sound is produced by pulling a mesh strainer through slime, not by ripping paper.",genuine,The sound of squishing slime is fundamentally different from the sound of ripping paper.
R5dvHVDSXog_000048,train horning,,False,False,"[{""label"": ""railroad car  train wagon"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",both,"There is no train horn audible or visible in the clip; instead, the sound of the train moving and some voices are present.",genuine,The specific acoustic event of a train horn is completely absent from the clip.
R5dvHVDSXog_000048,train whistling,,False,False,"[{""label"": ""railroad car  train wagon"", ""modality"": ""both""}]",both,No train whistle or steam from a whistle is present in the clip. People can be seen and heard shouting from the train instead. [suggested 'people shouting' not in label set],genuine,A train whistle is a specific mechanical sound that is absent and replaced by human shouting.
R6EbA_Is4gc_000520,"female speech, woman speaking",,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}, {""label"": ""people coughing"", ""modality"": ""audible""}]",audible,"The clip features a male narrator and coughing sounds; there is no female voice, and the video consists of a static image.",genuine,"The gender of the speaker is incorrect, and the label suggests a visible speaker which is absent in the static image."
R7EhJNlGPm0_000009,"vehicle horn, car horn, honking",,False,False,"[{""label"": ""tornado roaring"", ""modality"": ""both""}]",both,"No car horns are heard; the sound is a siren. Given the visual of the severe storm and the sound of heavy wind, 'tornado roaring' is a more appropriate descriptor.",genuine,A tornado siren is a fundamentally different source and sound from a vehicle horn.
R77XPtKgvy4_000030,playing acoustic guitar,,False,True,"[{""label"": ""playing bass guitar"", ""modality"": ""both""}]",,"The instrument being played is an electric bass guitar, which is structurally and sonically different from an acoustic guitar.",genuine,An electric bass guitar is fundamentally different in structure and sound from an acoustic guitar.
RDCeLCJp7NM_000040,fox barking,,False,False,"[{""label"": ""coyote howling"", ""modality"": ""both""}]",both,"The animal pictured is a coyote and the audio consists of characteristic coyote vocalizations, not those of a fox.",genuine,"The animal and its vocalization type are misidentified, as a coyote howling is fundamentally different from a fox barking."
REREZlcbGvU_000046,opening or closing car doors,,False,False,"[{""label"": ""opening or closing car electric windows"", ""modality"": ""both""}]",both,"The action shown and heard is the operation of an electric car window, not a car door.",genuine,Operating a car window is a fundamentally different action and sound from opening or closing a car door.
RFbWkL818XQ_000030,"playing steel guitar, slide guitar",,False,False,"[{""label"": ""playing banjo"", ""modality"": ""both""}, {""label"": ""playing acoustic guitar"", ""modality"": ""both""}]",both,"The instruments being played are an acoustic guitar and a banjo, not a steel guitar or slide guitar.",genuine,A banjo and acoustic guitar are fundamentally different instruments from a steel or slide guitar.
RH1q8tAbo5k_000076,chimpanzee pant-hooting,,False,False,"[{""label"": ""bird chirping  tweeting"", ""modality"": ""audible""}, {""label"": ""wind noise"", ""modality"": ""audible""}]",both,"The chimpanzee in the video is not performing a pant-hooting vocalization or display; it is silently and slowly interacting with an infant on the ground. There are faint bird chirps and wind noise in the audio, but no chimpanzee sounds.",genuine,The specific vocalization labeled is entirely absent as the subject is silent.
RIQzc8Gx0q4_000026,sharpen knife,,False,False,"[{""label"": ""arc welding"", ""modality"": ""visible""}]",visible,"No knife sharpening is occurring; the initial grinding is part of metal fabrication, and an arc welding tool is later visible on a workbench.",genuine,Metal fabrication and arc welding are fundamentally different activities from sharpening a knife.
RJFdWGEdzP4_000111,cricket chirping,,False,True,"[{""label"": ""wind noise"", ""modality"": ""audible""}]",,There are no cricket sounds in the audio; only wind and animal vocalizations.,genuine,The labeled sound of crickets is completely absent from the audio.
RJSOdjarLtk_000044,bowling impact,,False,False,"[{""label"": ""people cheering"", ""modality"": ""both""}, {""label"": ""people screaming"", ""modality"": ""both""}, {""label"": ""people crowd"", ""modality"": ""both""}]",both,"The video shows a live K-pop concert performance with loud fan reactions, not bowling.",genuine,The label refers to an event (bowling) that is completely absent from the concert footage.
RJSOdjarLtk_000044,playing squash,,False,False,"[{""label"": ""people cheering"", ""modality"": ""both""}, {""label"": ""people screaming"", ""modality"": ""both""}, {""label"": ""people crowd"", ""modality"": ""both""}]",both,There is no squash being played; it is a musical performance on a stage.,genuine,The label refers to a sport that is completely absent from the musical performance shown.
RJSOdjarLtk_000044,playing tuning fork,,False,False,"[{""label"": ""people cheering"", ""modality"": ""both""}, {""label"": ""people screaming"", ""modality"": ""both""}, {""label"": ""people crowd"", ""modality"": ""both""}]",both,There is no tuning fork in the video; it's a dance performance at a concert.,genuine,The label refers to an object and sound that are not present in the video.
RJSOdjarLtk_000044,rope skipping,,False,False,"[{""label"": ""people cheering"", ""modality"": ""both""}, {""label"": ""people screaming"", ""modality"": ""both""}, {""label"": ""people crowd"", ""modality"": ""both""}]",both,"The dancers are performing choreography, not skipping rope.",genuine,Dance choreography is fundamentally different from the action of skipping rope.
RJSOdjarLtk_000044,wind noise,,False,False,"[{""label"": ""people cheering"", ""modality"": ""both""}, {""label"": ""people screaming"", ""modality"": ""both""}, {""label"": ""people crowd"", ""modality"": ""both""}]",both,"The audio is dominated by music and crowd noise, not wind.",genuine,Music and crowd noise at a concert are fundamentally different audio sources from wind noise.
RLJYigWchf0_000030,"engine accelerating, revving, vroom",,False,False,"[{""label"": ""wind noise"", ""modality"": ""audible""}]",audible,"The dominant sound is a constant roar from the wind and fire, rather than the changing pitch of an accelerating engine.",genuine,"The sound source is fundamentally different, being wind and fire rather than an engine."
RLJYigWchf0_000030,fire truck siren,,False,False,[],,There is no audible siren in the video clip.,genuine,The label refers to a specific sound that is completely absent from the clip.
RMKGMBFRYUQ_000165,sliding door,,False,True,[],,The video shows the adjustment of a cabinet mounting or hinge mechanism with a screwdriver and the application of a cover cap. No sliding door or the action of a door sliding is visible in the clip.,genuine,"The visual source is fundamentally different, showing a cabinet hinge adjustment rather than a sliding door."
RObYRwt7b8U_000189,"donkey, ass braying",,False,False,"[{""label"": ""playing tambourine"", ""modality"": ""both""}]",both,There is no donkey or animal sound in the video; it only shows and plays the sound of a tambourine.,genuine,"The label is unambiguously wrong as the sound source is an instrument, not an animal."
RObYRwt7b8U_000189,"male speech, man speaking",,False,False,"[{""label"": ""playing tambourine"", ""modality"": ""both""}]",both,"There is no speech in the audio, only the rhythmic sound of a tambourine.",genuine,"Speech is completely absent from the clip, which only contains instrumental music."
RN_qfzQUkeU_000300,"cattle, bovinae cowbell",,False,True,"[{""label"": ""foghorn"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""audible""}, {""label"": ""chicken clucking"", ""modality"": ""audible""}]",,"There is no cowbell sound in the audio. The clip instead contains a deep horn-like sound (foghorn), a distorted male voice, and a rhythmic clucking or mechanical rattling at the end.",genuine,"The label is incorrect as the sound is a foghorn, which is a fundamentally different source from a cowbell."
RSAyz5c3JmM_000160,wind noise,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}]",audible,There is no wind noise audible or visible. The primary sounds are the siren and a man speaking/shouting at the beginning of the clip.,genuine,The label refers to a sound that is completely absent from the audio.
RRpcIanKONA_000025,reversing beeps,,False,False,"[{""label"": ""smoke detector beeping"", ""modality"": ""both""}]",both,"The sound is an electronic alert from a handheld key finder, not a vehicle; the rhythmic pattern is more similar to an alarm or smoke detector. Furthermore, the alert is visible as a blinking red LED on the device, making 'both' the correct modality.",genuine,"The source is an electronic device, which is fundamentally different from a vehicle's reversing alarm."
RSryuuvUfDM_000050,playing didgeridoo,,False,False,"[{""label"": ""playing acoustic guitar"", ""modality"": ""both""}]",both,There is no didgeridoo present in the video; the instruments being played are acoustic guitars.,genuine,The label is fundamentally wrong as the instrument shown and heard is a guitar.
RTDr2L_OT0M_000030,opening or closing drawers,,False,True,"[{""label"": ""printer printing"", ""modality"": ""both""}]",,"The video shows a hand opening a latch on a printer ink cartridge holder, not a drawer.",genuine,A printer ink cartridge latch is functionally and semantically different from a drawer.
RUftlme_EtU_000010,cattle mooing,,False,True,"[{""label"": ""people babbling"", ""modality"": ""audible""}, {""label"": ""people crowd"", ""modality"": ""audible""}]",,There are no cattle mooing sounds in the audio; the background sound is indistinct chatter from a crowd.,genuine,The sound and visual source (cattle) is completely absent from the clip.
RUftlme_EtU_000010,cow lowing,,False,True,"[{""label"": ""people babbling"", ""modality"": ""audible""}, {""label"": ""people crowd"", ""modality"": ""audible""}]",,No cow lowing is present; the audio features background noise from a crowd of people.,genuine,The source animal (cow) is completely absent from the video and audio.
RUx39qofQ4M_000000,car engine starting,,False,True,"[{""label"": ""pumping water"", ""modality"": ""both""}, {""label"": ""splashing water"", ""modality"": ""both""}]",,"The sound heard is the continuous flow of water and the hum of a pump motor, rather than an engine starting.",genuine,"The sound source is a water pump, which is fundamentally different from a car engine starting."
RUx39qofQ4M_000000,"male speech, man speaking",,False,False,"[{""label"": ""pumping water"", ""modality"": ""both""}, {""label"": ""splashing water"", ""modality"": ""both""}]",audible,There is no clear speech visible or audible in the video; the men are posing for the camera while the water pump runs.,genuine,The activity (speaking) is completely absent from both the visual and audio tracks.
RXA11LoRWaQ_000156,cricket chirping,,False,True,"[{""label"": ""male speech  man speaking"", ""modality"": ""audible""}, {""label"": ""striking bowling"", ""modality"": ""both""}]",,"There is no cricket chirping sound in the video; instead, there is male commentary and bowling sounds.",genuine,The sound of cricket (sport) commentary and bowling is fundamentally different from a cricket insect chirping.
RWooh7PP1i0_000071,opening or closing car doors,,False,False,[],both,There are no car doors or related sounds in this video; the primary action is popcorn popping.,genuine,The label refers to an action and object (car doors) completely absent from the clip.
RZMgq7-EbUA_000024,turkey gobbling,,False,False,"[{""label"": ""pheasant crowing"", ""modality"": ""both""}]",both,"The bird shown is a pheasant, not a turkey, and it produces a characteristic crowing sound at the beginning of the clip.",genuine,A pheasant is fundamentally different from a turkey in both appearance and vocalization.
RZlDaLFuxxQ_000046,bird squawking,,False,False,"[{""label"": ""chipmunk chirping"", ""modality"": ""both""}]",both,The video shows a chipmunk making high-pitched chirping sounds; there are no birds visible or audible.,genuine,"The sound and visual source is a chipmunk, which is fundamentally different from a bird."
RZlDaLFuxxQ_000046,mouse squeaking,,False,False,"[{""label"": ""chipmunk chirping"", ""modality"": ""both""}]",both,"The animal is a chipmunk, and the sounds are its characteristic chirps, not mouse squeaks.",genuine,"A chipmunk is a fundamentally different animal from a mouse, and its chirps are distinct from squeaks."
R_yxyBvaauw_000040,cricket chirping,,False,True,[],,"The constant high-pitched sound corresponds to the large group of swifts or swallows visible in the sky, not crickets. [suggested 'bird chirping, tweeting' not in label set]",genuine,"The sound is produced by birds, which is a fundamentally different source than insects."
RbXvbdDSmfA_000003,"male speech, man speaking",,False,False,"[{""label"": ""child speech  kid speaking"", ""modality"": ""both""}, {""label"": ""female speech  woman speaking"", ""modality"": ""both""}]",both,"The narration is provided by Peppa Pig, a female child character who is visible on screen. There is no male speech in the clip; Daddy Pig only makes oinking sounds.",genuine,"The narration is provided by a female child character, and there is no male speech present."
RgenPjjFS_A_000030,horse neighing,,False,False,"[{""label"": ""bird squawking"", ""modality"": ""audible""}]",audible,"The sound heard at the beginning of the clip is a bird squawking, not a horse neighing. While a horse is visible, it does not neigh.",genuine,"The actual sound is a bird squawking, which is fundamentally different from a horse neighing."
RhN1NPcsD-0_000069,playing double bass,,False,True,"[{""label"": ""playing bassoon"", ""modality"": ""both""}]",,There are no double basses in the video or audio; all the musicians are playing bassoons.,genuine,"The musicians are playing bassoons, which are fundamentally different wind instruments from stringed double basses."
RhN1NPcsD-0_000069,playing french horn,,False,False,"[{""label"": ""playing bassoon"", ""modality"": ""both""}]",both,There is no French horn audible or visible in this clip; the sound is exclusively produced by a bassoon ensemble.,genuine,"A bassoon is fundamentally different from a french horn, and the latter is entirely absent."
RhN1NPcsD-0_000069,playing snare drum,,False,False,"[{""label"": ""playing bassoon"", ""modality"": ""both""}]",both,"There is no percussion, including a snare drum, heard in the audio.",genuine,There is no percussion or snare drum sound present in the audio.
RhN1NPcsD-0_000069,playing trombone,,False,False,"[{""label"": ""playing bassoon"", ""modality"": ""both""}]",both,There are no brass instruments like trombones audible in the audio; it is a woodwind ensemble.,genuine,Trombones and bassoons are fundamentally different instruments belonging to different families (brass vs. woodwind).
RhN1NPcsD-0_000069,playing trumpet,,False,True,"[{""label"": ""playing bassoon"", ""modality"": ""both""}]",,No trumpets are visible or audible in the video.,genuine,"The instrument shown and heard is a bassoon, which is a woodwind instrument, not a trumpet."
RhsXiHgKzyY_000023,chimpanzee pant-hooting,,False,False,"[{""label"": ""gibbon howling"", ""modality"": ""both""}]",both,"The animal in the video is a gibbon, not a chimpanzee, and it is both visible and audible.",genuine,A gibbon is a fundamentally different species of primate than a chimpanzee.
RiERI_EEtac_000007,slot machine,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,"There is no slot machine present in the video. The electronic sounds come from the dartboard, and there is a man speaking.",genuine,"A slot machine is entirely absent from the video, and the sound source is a dartboard."
RjW-A2yB9pY_000027,tornado roaring,,False,False,"[{""label"": ""missile launch"", ""modality"": ""both""}]",both,"The clip features a space shuttle launch, not a tornado. The roaring sound is produced by the rocket engines.",genuine,"The audio and visual source is a space shuttle launch, which is fundamentally different from a tornado."
RjW-A2yB9pY_000027,wind noise,,False,False,"[{""label"": ""missile launch"", ""modality"": ""both""}]",both,"The loud audio is the engine roar from a shuttle launch, not the sound of wind.",genuine,"The sound is produced by rocket engines, not wind, representing a different acoustic category."
Rj0cmUyZfR4_000030,coyote howling,,False,True,[],,There is no sound of a coyote howling in the clip; the background noises consist of insects and birds.,genuine,The label refers to a specific animal sound that is completely absent from the clip.
RjcslELyrRQ_000058,squishing water,,False,False,"[{""label"": ""ice cracking"", ""modality"": ""both""}]",both,"The video shows a person squishing a brittle, red-shelled emoji toy filled with a grey, sand-like material. It is not water, and the sound is crunchy and dry rather than wet like squishing water.",genuine,The material and resulting sound (crunchy sand/toy) are fundamentally different from squishing water.
RliBuXFTL-o_000036,planing timber,,False,False,"[{""label"": ""electric grinder grinding"", ""label_correct"": true, ""modality"": ""both""}]",both,"The tool used is a rotary electric grinder/polisher, not a wood planer, and the material being worked on appears to be a solid surface or stone, not timber.",genuine,The tool (grinder) and material (stone/surface) are fundamentally different from a wood planer and timber.
Rn0GEJVNV7I_000002,waterfall burbling,,False,True,"[{""label"": ""ocean burbling"", ""modality"": ""both""}, {""label"": ""sea waves"", ""modality"": ""both""}]",,The video shows a person jumping into the sea or ocean from a rocky cliff; there is no waterfall present.,genuine,The ocean and a waterfall are distinct geographic and acoustic sources.
RmdvTlx9C0k_000030,beat boxing,,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}, {""label"": ""people shuffling"", ""modality"": ""both""}]",both,There is no beat boxing in the clip; it features a man giving a dance tutorial with speech and shuffling movements accompanied by background music.,genuine,Normal speech and shuffling in a tutorial are fundamentally different activities from the rhythmic vocal performance of beat boxing.
Rnk_a1FXc9I_000119,goose honking,,False,False,"[{""label"": ""penguins braying"", ""modality"": ""both""}, {""label"": ""bird squawking"", ""modality"": ""both""}]",both,"The animals in the video are penguins, not geese, and their vocalizations are both audible and visible.",genuine,"The animals are penguins, which are fundamentally different from geese."
Rnk_a1FXc9I_000119,pig oinking,,False,False,"[{""label"": ""penguins braying"", ""modality"": ""both""}, {""label"": ""bird squawking"", ""modality"": ""both""}]",both,There are no pigs or oinking sounds in the clip; it features penguins.,genuine,Pigs and oinking sounds are completely absent from the clip.
Rnf7M43L6NI_000195,train wheels squealing,,False,False,"[{""label"": ""air horn"", ""modality"": ""both""}, {""label"": ""train whistling"", ""modality"": ""both""}]",audible,There is no distinct high-pitched squealing sound from the wheels; the audio is dominated by the horn and the standard rhythmic clatter of the train on the tracks.,genuine,"The specific squealing sound is absent, and the audio is dominated by different sources like the horn and clatter."
Roq8wcXrs4w_000053,opening or closing car doors,,False,False,"[{""label"": ""people giggling"", ""modality"": ""both""}, {""label"": ""people sniggering"", ""modality"": ""audible""}]",both,"The video shows a man blowing up a balloon until it pops, with no car doors present or in use.",genuine,The label refers to a car door which is completely absent; the actual content is a balloon popping.
Roq8wcXrs4w_000053,people sneezing,,False,True,"[{""label"": ""people giggling"", ""modality"": ""both""}, {""label"": ""people sniggering"", ""modality"": ""audible""}]",,No sneezing occurs in the clip; the audio contains a balloon popping followed by laughter.,genuine,The label refers to a specific physiological action (sneezing) that is entirely absent from the clip.
Rp37k5_Eci0_000030,mouse clicking,,False,False,"[{""label"": ""lions roaring"", ""modality"": ""both""}]",audible,"There is no computer mouse clicking visible or clearly audible; the lion is actually roaring, and any small clicking sounds are likely camera noise.",genuine,The label identifies a computer peripheral sound when the actual source is a lion and camera noise.
RplzKlSlbR0_000023,people booing,,False,True,"[{""label"": ""people cheering"", ""modality"": ""both""}, {""label"": ""people whistling"", ""modality"": ""audible""}]",,The crowd is celebrating and cheering loudly at the end of the anthem; there is no audible or visible evidence of booing.,genuine,The label describes a negative crowd reaction that is the opposite of the actual celebratory cheering present.
RplzKlSlbR0_000035,people booing,,False,False,"[{""label"": ""people cheering"", ""modality"": ""both""}]",both,"The crowd is chanting and cheering enthusiastically for a boxer, rather than booing.",genuine,"The crowd is performing an enthusiastically positive action (cheering/chanting), making 'booing' an unambiguously wrong label."
RtjWfV8ZZcc_000312,playing harmonica,,False,False,"[{""label"": ""engine accelerating  revving  vroom"", ""modality"": ""both""}, {""label"": ""machine gun shooting"", ""modality"": ""both""}]",both,There is no harmonica being played; the sound and visuals consist of a vehicle engine and machine gun fire from a video game.,genuine,The source is fundamentally different; a video game engine and gunfire are not a musical instrument.
Rr84-EZvO0U_000090,cat purring,,False,True,"[{""label"": ""cat meowing"", ""modality"": ""both""}, {""label"": ""people coughing"", ""modality"": ""audible""}]",,"The clip contains a human cough and a single cat meow, but no purring sound is audible.",genuine,"Purring is a distinct continuous sound that is completely absent, with only a short meow present."
Rv99VXUmaIc_000000,people booing,,False,False,"[{""label"": ""children shouting"", ""modality"": ""both""}, {""label"": ""people screaming"", ""modality"": ""both""}]",both,"There is no booing in the video; instead, teenagers are shouting and playing loudly in a car wash.",genuine,The label refers to a specific crowd behavior that is not occurring; the actual event is teenagers shouting/playing.
RvM9PZB9mqc_000013,car engine starting,,False,False,"[{""label"": ""eagle screaming"", ""modality"": ""audible""}, {""label"": ""female speech  woman speaking"", ""modality"": ""audible""}, {""label"": ""child speech  kid speaking"", ""modality"": ""audible""}]",,"There is no car engine sound or visual in the clip. Instead, the video shows an eagle, and the audio contains eagle screams along with female and child voices in the background.",genuine,The label refers to a mechanical source that is entirely absent; the clip features animals and human voices.
RwBKGPEg6uA_000440,"subway, metro, underground",,False,False,"[{""label"": ""railroad car  train wagon"", ""modality"": ""both""}]",both,"The video shows a heavy freight train traveling outdoors through a mountainous landscape, which is not a subway, metro, or underground system.",genuine,The source is fundamentally different; an outdoor heavy freight train is not a subway or metro system.
Rz7RBslEAG0_000030,playing didgeridoo,,False,False,"[{""label"": ""playing accordion"", ""modality"": ""both""}]",both,There is no didgeridoo being played in the video; the man is playing an accordion instead.,genuine,A didgeridoo and an accordion are fundamentally different instruments from different families.
Rz7RBslEAG0_000030,playing harmonica,,False,False,"[{""label"": ""playing accordion"", ""modality"": ""both""}]",both,"The instrument being played is clearly an accordion, not a harmonica.",genuine,"A harmonica and an accordion are distinct instruments, and the label is unambiguously incorrect."
S-97VTLvW80_000001,driving motorcycle,,False,False,[],,The motorcycles in the video are stationary and parked; there is no driving activity occurring.,genuine,The specific action of driving is entirely absent as the motorcycles are stationary.
S3oZrMGDMMw_000010,"child speech, kid speaking",,False,False,"[{""label"": ""baby crying"", ""modality"": ""both""}, {""label"": ""people coughing"", ""modality"": ""both""}]",both,"The infant is crying and coughing rather than speaking, and these actions are both audible and visible.",genuine,"Crying and coughing are fundamentally different vocalizations from speech, especially for an infant."
S63LEKmzBis_000039,electric grinder grinding,,False,False,"[{""label"": ""lathe spinning"", ""modality"": ""both""}]",both,"The machine in the video is a metal spinning lathe, not an electric grinder, although the sound produced is similar.",genuine,A metal spinning lathe and an electric grinder are fundamentally different industrial tools.
S86Ql_59KMI_000211,"male speech, man speaking",,False,True,"[{""label"": ""playing erhu"", ""modality"": ""both""}]",,There is no speech in the video; the man is playing a musical instrument.,genuine,"Speech is completely absent from the clip, as the man is only playing a musical instrument."
S86Ql_59KMI_000211,people sneezing,,False,True,"[{""label"": ""playing erhu"", ""modality"": ""both""}]",,There is no sound or visual indication of anyone sneezing.,genuine,There is no audible or visual evidence of sneezing in the clip.
S7tyzFdnDhA_000000,beat boxing,,False,False,"[{""label"": ""playing hammond organ"", ""modality"": ""both""}, {""label"": ""playing drum kit"", ""modality"": ""both""}, {""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,"There is no beat boxing in this clip; the audio consists of a man speaking, a Hammond organ, and a drum kit.",genuine,Beat boxing is entirely absent; the sound source is a combination of instruments and standard speech.
S7tyzFdnDhA_000000,"female speech, woman speaking",,False,False,"[{""label"": ""male speech  man speaking"", ""modality"": ""both""}]",both,No female speech is heard; only a male voice is present at the beginning of the video.,genuine,"The voice present is clearly male, making the female speech label unambiguously wrong."
S7tyzFdnDhA_000000,people cheering,,False,False,"[{""label"": ""playing hammond organ"", ""modality"": ""both""}, {""label"": ""playing drum kit"", ""modality"": ""both""}]",both,There is no distinct cheering from a crowd; the primary sounds are the instruments and the speaker.,genuine,The label describes an event (cheering) that is entirely absent from the clip.
S7tyzFdnDhA_000000,people crowd,,False,False,"[{""label"": ""playing hammond organ"", ""modality"": ""both""}, {""label"": ""playing drum kit"", ""modality"": ""both""}]",both,"The video shows a rehearsal or performance setting with musicians, not a crowd of people.",genuine,A rehearsal or performance setting with a few musicians is fundamentally different from a crowd.
S7tyzFdnDhA_000000,people sniggering,,False,False,"[{""label"": ""playing hammond organ"", ""modality"": ""both""}, {""label"": ""playing drum kit"", ""modality"": ""both""}]",both,No laughter or sniggering is present in the clip.,genuine,There is no laughter or sniggering present in the audio or visual.
S7tyzFdnDhA_000000,playing clarinet,,False,False,"[{""label"": ""playing hammond organ"", ""modality"": ""both""}]",both,There is no clarinet being played; the main instrument is a Hammond organ.,genuine,"The instrument being played is an organ, which is fundamentally different from a clarinet."
S9x1Kop188c_000253,playing bass drum,,False,False,"[{""label"": ""electric grinder grinding"", ""modality"": ""both""}]",both,There is no drum or musical instrument present in the video; the scene is entirely focused on a meat grinder.,genuine,A meat grinder is fundamentally different from a musical drum.
SB1dEgUQh3w_000168,running electric fan,,False,False,"[{""label"": ""vacuum cleaner cleaning floors"", ""modality"": ""both""}]",both,"The device being shown and operated is a vacuum cleaner, not a domestic electric fan. Furthermore, it is both clearly visible and audible, making 'both' the correct modality.",genuine,"The device is a vacuum cleaner, which is a fundamentally different source from an electric fan."
SCbqy_gry8c_000240,mouse clicking,,False,True,[],,There is no sound or visual of a mouse clicking in the clip; the interaction is with a touchscreen.,genuine,"The source of the interaction is a touchscreen, which is fundamentally different from a mouse click."
SDtPpEVplNY_000080,playing ukulele,,False,False,"[{""label"": ""people crowd"", ""modality"": ""both""}]",both,There is no musical instrument or music playing; the clip shows a crowded cattle market.,genuine,The musical instrument is entirely absent from the scene.
SDtPpEVplNY_000080,spraying water,,False,False,"[{""label"": ""people crowd"", ""modality"": ""audible""}]",audible,There is no audible or visual sign of water being sprayed in this video.,genuine,There is no audible or visual evidence of water being sprayed in the clip.
SGKYmf3POkE_000048,people whispering,,False,False,"[{""label"": ""lip smacking"", ""modality"": ""both""}]",both,"The woman in the video is performing facial exercises that involve lip movements and associated sounds, but there is no whispering.",genuine,"Whispering is a speech act while lip smacking during facial exercises is a non-speech mouth sound, making them fundamentally different categories."
SFUCE899DkE_000030,dog barking,,False,False,[],visible,"While dogs are visible in the clip, they are not barking or making any audible vocalizations.",genuine,The dogs are visible but the specific action and sound of barking is completely absent from the clip.
SFUCE899DkE_000030,dog bow-wow,,False,False,[],visible,"Dogs are present and playing, but no barking or 'bow-wow' sounds are audible.",genuine,The dogs are present but the specific 'bow-wow' vocalization is not occurring in either the audio or the video.
SJ9TY-iqD9Q_000010,beat boxing,,False,True,"[{""label"": ""child singing"", ""modality"": ""both""}, {""label"": ""female singing"", ""modality"": ""audible""}]",,"The audio features a rhythmic educational song for children, but there is no actual beatboxing performance; it is a standard musical backing track.",genuine,A rhythmic educational song is fundamentally different from the specific vocal percussion technique of beatboxing.
SKK-sj5krTc_000073,people marching,,False,False,"[{""label"": ""people cheering"", ""modality"": ""both""}, {""label"": ""people clapping"", ""modality"": ""both""}]",both,"The people are not marching in an organized fashion; they are reacting excitedly to an event, cheering and clapping.",genuine,Excitedly cheering and clapping is a fundamentally different physical activity and sound than organized marching.
SQPQBndxiB4_000087,playing vibraphone,,False,False,"[{""label"": ""disc scratching"", ""modality"": ""both""}]",both,There is no vibraphone in the video; the activity shown is a DJ scratching records on a turntable.,genuine,A DJ scratching records on a turntable is a fundamentally different sound and visual source than a vibraphone.
SQWKklcMKbE_000159,mouse pattering,,False,False,"[{""label"": ""chinchilla barking"", ""modality"": ""visible""}]",visible,"The animal in the video is a chinchilla, not a mouse. The sounds and movements are produced by the chinchilla, and since there is no audible barking, the most accurate label from the list that describes the visible entity is 'chinchilla barking' with a 'visible' modality.",genuine,"The animal is a chinchilla, which is a fundamentally different rodent species from a mouse."
STrIfVNpIGc_000006,civil defense siren,,False,True,"[{""label"": ""playing shofar"", ""modality"": ""both""}]",,"The sound is produced by a man blowing a shofar, a ritual horn, not a mechanical civil defense siren.",genuine,"A shofar is a ritual horn instrument, not a mechanical siren."
