video_id,label,modality,exists,confidence,reason
M5muPmmToqQ_000056,"bird chirping, tweeting",A,False,0.9,There are no bird chirping or tweeting sounds in the audio; the audio consists only of coyote vocalizations and ambient night noise.
M5muPmmToqQ_000056,coyote howling,AV,True,0.9,"The coyote is visible in the yard and can be heard making loud, distinctive howling and yapping sounds throughout the video."
M7NvD1WJQ7o_000070,skidding,AV,True,1.0,"The car is clearly visible performing drifts and donuts, producing a massive amount of smoke from its tires, which represents skidding visually. At the same time, the loud screeching sound of the tires skidding against the pavement is clearly heard throughout the clip."
M3mR0OB6iAs_000061,warbler chirping,A,True,0.9,"There are distinct, high-pitched warbling and chirping sounds of songbirds audible throughout the entire video clip."
MLHEeVVOx-E_000181,chipmunk chirping,AV,False,1.0,"The animal in the video is a squirrel eating peanuts, and there is no chipmunk chirping sound or visual representation of a chipmunk chirping."
MBVEZnvdBUM_000060,"subway, metro, underground",AV,False,0.9,"The vehicle shown in the video is a regional train (metronom) and the station is an above-ground railway station, not a subway, metro, or underground system."
Lvcjl09Esns_000198,hammering nails,AV,False,1.0,"There is no hammering of nails visible or audible in the video. The blacksmith is using tongs to manipulate a metal component on an anvil, and there is a wooden mallet resting on the anvil, but no hammer is being used to strike nails."
Lvcjl09Esns_000198,lathe spinning,A,False,0.9,"The background audio contains a low hum, likely from a forge blower or workshop fan, but there is no sound of a spinning lathe or metal turning."
LzoAb4spthk_000042,mouse clicking,V,False,1.0,"The video displays a slot machine game gameplay screen, but there is no computer mouse or hand clicking a mouse visible anywhere in the frame."
M6StDnohba8_000082,people eating crisps,A,False,1.0,"The sound heard is of a person scratching and taking a bite out of a fresh apple, not eating crisps (potato chips)."
Lhi9SJ6V8NQ_000014,smoke detector beeping,AV,False,0.9,"The video shows a DIY flame detector circuit using an Arduino, a flame sensor, and a piezo buzzer. There is no actual smoke detector present in the video, even though a similar alarm sound is produced by the buzzer."
MOQ3Sch50nk_000147,lions growling,V,False,1.0,There are no lions visible in the video; only a rhinoceros is shown.
M83C5w1YAdc_000010,people whistling,AV,True,0.9,"The video shows a young man and a young woman blowing into empty glass bottles to create a whistling melody, which is heard throughout the clip."
MQ0YasvMcuQ_000001,people screaming,A,True,0.9,An overlaid sound effect of a person screaming can be heard around 0:03 to 0:06 as the rabbit opens its mouth.
M7kdWvNks4U_000060,male singing,A,False,1.0,There is only instrumental music playing throughout the video; no singing is heard.
MNXrgwjf4CY_000356,cat purring,AV,False,1.0,"There is no cat visible in the video, and no sound of a cat purring can be heard; the clip only contains a person chopping wood."
MI6mYvpTgCM_000083,alarm clock ringing,AV,True,0.9,"The alarm clock is visible on screen, and the beeping/melodic alarm ring is clearly audible between 00:02 and 00:07."
MCzczL9r3jo_000110,"male speech, man speaking",AV,False,0.9,"There is no actual speech or spoken words in the clip; the characters only make grunts, humming noises, and non-verbal vocalizations."
MCzczL9r3jo_000110,people burping,A,False,1.0,"There are no burping sounds heard in the video, only humming, clapping, buzzing, splashing, and singing/vocalizing."
MG3tQi9ed3A_000079,car engine starting,AV,False,1.0,"The video shows the underside/engine bay of a car, but the engine is not seen or heard starting at any point in the video."
MV3oOUCBNWM_000439,car engine starting,V,False,1.0,The video shows a person hitting a snare drum. There are no cars or car engines visible in the scene.
MK6Gfm0jElc_000000,pig oinking,A,False,0.9,"The audio contains whimpering and crying sounds from the character, but there are no distinct pig oinking or grunting sounds present."
MA4zjfLf-zE_000171,playing drum kit,AV,True,0.9,The performer is clearly shown and heard playing a set of timbales (drums/percussion kit) with drumsticks throughout the video.
MA4zjfLf-zE_000171,playing steelpan,A,False,1.0,"There is no steelpan (steel drum) sound in the audio track; the music consists of Latin salsa percussion, piano, bass, and vocals."
MBVEZnvdBUM_000019,"male speech, man speaking",A,False,1.0,The only speech present in the audio is a female voice making train announcements. No male speech is heard.
MM-RnWEBd14_000005,people belly laughing,AV,False,0.9,"The video shows a woman giggling and chuckling softly, but there is no loud or deep belly laughing visible or audible."
MM-RnWEBd14_000005,people sneezing,A,False,0.95,The sounds in the video consist of the woman blowing air at the kitten and giggling; no sneezing occurs.
MBjlZQZ4Sns_000044,eletric blender running,AV,True,1.0,"The commercial stand mixer (often referred to as a large blender/mixer) is seen turned on and operating, and its loud mechanical whirring sound is clearly audible during its operation."
M3tAFphkQow_000001,goat bleating,V,True,1.0,"A small white goat is clearly visible in the frame, opening its mouth and bleating towards the girl."
LwY71kBf_tY_000200,"female speech, woman speaking",A,True,0.8,Female voices can be heard shouting and speaking in the background crowd during the clip.
LwY71kBf_tY_000200,"male speech, man speaking",AV,False,0.9,"While a male voice (the cameraman) is clearly heard speaking, he is behind the camera and thus not visible on screen."
LwY71kBf_tY_000200,people screaming,AV,True,0.95,"The crowd of people is visible cheering and shouting, and their loud screaming and cheering can be clearly heard in the audio."
MMCrV1ia670_000030,mouse squeaking,AV,True,0.9,"The cartoon rodents/chipmunks (similar to mice) are seen sleeping and waking up, and high-pitched squeaking/yawning sounds are heard."
MWTTe0M9vi4_000030,lawn mowing,AV,False,1.0,"The machinery shown is an industrial hammer mill / shredder machine running on an electric motor, not a lawn mower, and there is no lawn mowing activity in either the audio or visual track."
MCkQ9sVaOhw_000010,people whistling,AV,False,0.9,"Although the sound of whistling is clearly audible throughout the video, the person whistling is not visible on screen, meaning the label does not exist in both audio and visual modalities."
MBrLFOEtY9U_000040,playing oboe,A,False,0.9,"The audio contains spoken dialogue followed by electronic synth music, but there is no oboe sound or oboe playing in the clip."
MBpo7SjWMLk_000001,"child speech, kid speaking",AV,False,0.8,"The young girl is playing tennis, but she does not speak during the clip. The only voice heard is an adult speaking."
MBpo7SjWMLk_000001,playing squash,A,False,0.9,"The sport being played is tennis, and the sounds heard (tennis racquet hitting a tennis ball on an indoor tennis court) are characteristic of tennis, not squash."
LtYJXKeUMXA_000000,basketball bounce,AV,False,1.0,There is no basketball or basketball bounce in the video; the man is slamming a binder/book into a trash can.
MDOxKJjLIQ4_000310,"male speech, man speaking",A,True,1.0,"At around 00:05 in the video, a man's voice is heard saying 'There we go.' which matches the label 'male speech, man speaking'."
M6NJA3tF044_000057,cattle mooing,AV,False,0.9,"The animals in the video are elk, not cattle, and the sound heard is an elk bugle/vocalization rather than cattle mooing."
M6NJA3tF044_000057,cow lowing,AV,False,0.9,"The animals are elk, not domestic cows, and the sound produced is an elk bugling sound, not a cow lowing."
M6NJA3tF044_000057,wind noise,A,True,0.8,There is audible wind rustling and ambient outdoor wind noise in the microphone throughout the clip.
MCa8xcBlBe8_000030,"female speech, woman speaking",A,False,0.8,"There is a female voice screaming and cheering 'Whoo!', but no clear spoken words or continuous speech can be heard."
MCa8xcBlBe8_000030,people cheering,A,True,1.0,"Distinct cheers and expressions of excitement ('Whoo!', 'Yay!') from spectators can be heard in the background as the fireworks explode."
MCa8xcBlBe8_000030,people clapping,A,False,0.9,"The sharp popping sounds are the crackling effects of the fireworks, not people clapping their hands."
MCa8xcBlBe8_000030,people crowd,A,True,0.95,The sounds of multiple people reacting and cheering together indicate the presence of a crowd.
MCmoP0OTqY8_000210,wind noise,A,False,0.9,"There is no wind noise audible in the clip; instead, there are voices, video game combat sound effects, and background music."
LhgaG9ZtdwI_000003,alarm clock ringing,AV,False,3,"The device emits mode-switching beeps, but the actual alarm is not ringing."
LhgaG9ZtdwI_000003,metronome,AV,False,4,There is no metronome present in the video.
MMVkRbIJ8Ms_000000,"subway, metro, underground",AV,True,0.9,"The elevated monorail (metro train) is clearly visible moving along the track, and its rumbling/whooshing sound is audible in the video."
MWWihdWE2FE_000060,"male speech, man speaking",A,False,1.0,"The narrator speaking in the video is female, not male."
MYejbTz5DWY_000166,playing bass guitar,A,False,1.0,"There is no sound of a bass guitar being played in the audio track of the video. The audio only consists of background noise, speech, and no musical instruments."
MZ7yHPG9ThU_000017,people humming,AV,False,1.0,"The person in the video is singing lyrics with his mouth open, not humming, and there is no humming sound in the audio track."
MahMdrjlbUk_000042,playing acoustic guitar,AV,False,1.0,"There is no acoustic guitar present in the video, nor is there any sound of an acoustic guitar in the audio track. The musical performance consists of a female vocalist, a conductor, and an ensemble with string instruments like violins/violas and percussion."
MZSrOAez6-A_000005,wind noise,A,True,0.8,"There is a continuous low-frequency background wind sound audible throughout the video, especially before the siren sound dominates."
MNN2LtdpPc0_000170,sloshing water,AV,True,0.9,The sound of water spraying and splashing from the fountains is clearly audible and visible during the second half of the clip.
MNN2LtdpPc0_000170,wind noise,A,True,0.95,Wind blowing against the microphone is clearly audible during the beach scene at the beginning of the video.
MaEBVhSzJCg_000003,people babbling,AV,False,0.9,"There is only one person in the video who is sleeping and making sleep-related/muttering noises, which does not constitute 'people babbling' in either the audio or visual domain."
MasEB_CwVoI_000175,planing timber,AV,False,1.0,"The video shows a small engine running on a wooden stand, but there is no activity of planing timber or smoothing wood occurring in either the visual or the audio track."
Mel-OwQFWmo_000130,train horning,A,False,1.0,There is no sound of a train horn blowing in the audio track of this clip. Only the sounds of the train running on tracks are audible.
M83GjpnyZgo_000018,wind rustling leaves,A,True,0.9,"The sound of wind blowing and rustling through leaves or the environment is clearly audible in the background, particularly noticeable in the second half of the video when the bird stops singing."
MeF_9KT_T8k_000071,lions roaring,A,True,1.0,The distinctive deep growling and roaring sounds of lions can be clearly heard throughout the video clip.
MFm2C-ve7qw_000030,playing french horn,AV,True,0.9,The musicians are seen holding and playing Wagner tubas (a variation of the french horn family) and the brassy sound of these instruments is clearly heard starting around 0:05.
MWE5Rjht178_000156,ripping paper,A,False,0.9,"The sound heard in the video is of peeling/tearing a plastic label from a plastic bottle, which sounds plastic and adhesive, not like paper ripping."
MgD5JedaXGs_000020,dog growling,AV,True,0.9,"The dog is seen and heard making playful growling sounds and vocalizations throughout the video, especially around 0:02 to 0:04."
MAr-k9ZO3eA_000030,playing flute,AV,True,0.95,"The musician on the right is playing a recorder/woodwind flute, and its sound is clearly audible alongside the visual action."
MAr-k9ZO3eA_000030,playing piano,AV,False,0.98,"The keyboard instrument being played both visually and audibly is a harpsichord, not a piano."
McCDWYgVyps_000030,playing trumpet,AV,True,1.0,"At the beginning of the video, a man in military uniform is clearly seen playing a trumpet, and the sound of the trumpet playing is audible throughout the entire video clip."
MX5ei7dDgPc_000137,"bird chirping, tweeting",A,True,0.9,"At around 0:05 to 0:07, the parrot makes a distinct vocalization/chirping sound."
MDotfX0EyFg_000110,"subway, metro, underground",AV,False,1.0,"The vehicle is a mainline steam train on an open-air heritage railway, not a subway, metro, or underground train system."
MDotfX0EyFg_000110,train wheels squealing,AV,False,0.9,"The loud high-pitched sound heard at the beginning is a steam whistle, not wheels squealing. There is no visible or audible train wheel squealing in the video."
MXoUiFrXVak_000011,eletric blender running,A,False,1.0,"The sound in the video is clearly the buzzing of an electric shaver/razor, not an electric blender."
Mb-GyQEKoEc_000030,driving motorcycle,AV,False,1.0,"The motorcycle is stationary and parked on the side of the road. While the engine is being revved and can be heard, no one is actually driving or riding the motorcycle."
MQ6ckvo-f2k_000050,strike lighter,AV,False,1.0,"The video shows a person striking a match using a matchbox, not a lighter. There is no lighter present or being struck in the video."
Mi2PLjJbpQ0_000190,hammering nails,AV,False,0.9,"The video shows a person using a powder-actuated nail gun/tool to drive nails into wood and concrete, not hammering nails manually with a hammer. The sound is of the nail gun firing, not a hammer hitting nails."
Mmq9YFHY_80_000000,ripping paper,AV,True,1.0,"The user is visible tearing a page out of the notebook, and the distinct sound of paper ripping is audible towards the end of the video."
Mr87MY9Vdiw_000002,wind rustling leaves,A,False,1.0,"The audio contains the sounds of sea lions vocalizing and a waterfall splashing, but there is no sound of wind rustling leaves."
Mp_87MQx6Ms_000040,"male speech, man speaking",A,False,0.9,"There are vocalizations such as coughing, crying, sneezing, laughing, and burping from the animated characters, but there is no actual speech or spoken words in the video."
Mj6ezUbjRHE_000133,"cattle, bovinae cowbell",AV,True,1.0,"The cow (cattle) is clearly visible throughout the entire clip, and around 00:03 to 00:06, it makes a distinct lowing/mooing vocalization."
MdoVZI0jRaE_000020,"female speech, woman speaking",A,False,1.0,"There is no human speech in the audio track of this video, only ambient room noise and some physical sounds from the child moving."
Mlh4Sa1VzhQ_000016,wind noise,AV,False,1.0,"The video shows an indoor welding environment with the sound of welding crackles and background voices, but there is neither visual evidence of wind nor any audible wind noise."
MnGVz1Xu4L4_000075,wind rustling leaves,AV,False,0.95,"The dominant audio in the video is the loud, high-pitched screeching of the train wheels against the tracks. There is no audible sound of wind rustling leaves, nor is there any clear visual representation of wind rustling the leaves of the trees."
Mnk6590abfY_000030,"male speech, man speaking",A,False,1.0,There is only steel pan drum music playing in the audio; no male speech can be heard.
Mnk6590abfY_000030,mouse pattering,V,False,1.0,There are no mice visible in the video; only people playing steel pan instruments.
MosOtH1imQA_000030,female singing,A,True,0.95,"At the beginning of the video and around 00:04, a female singing voice is clearly audible in the audio track."
MosOtH1imQA_000030,singing choir,AV,True,0.9,"At the beginning of the clip, a group of people sitting in a circle is shown singing together, and their collective singing can be both seen and heard."
MeW9OdcWP3M_000002,people sneezing,AV,False,1.0,"The person in the video is blowing his nose into a tissue, not sneezing."
MpxSOi79GOM_000024,"male speech, man speaking",V,False,1.0,There is no male speaker or anyone speaking visible in the video.
MpxSOi79GOM_000024,people eating crisps,V,False,1.0,"No one is eating crisps in the video; instead, hands are squishing a gingerbread-shaped clay or slime."
MpxSOi79GOM_000024,playing flute,A,False,1.0,There is no flute playing audio; only the squishing sounds of the clay/slime are audible.
MKRuxljwsOs_000030,wind noise,A,True,0.9,"The rushing sound of wind, presumably from the fan shown at the beginning, is prominently heard throughout the video, especially as the insect flies."
Mq5u8qFdVjQ_000152,car engine idling,A,False,0.9,"The car is in motion as seen by the speedometer (60 km/h) and the tachometer (~2500 RPM). The audio reflects a car engine running while driving, not idling."
MpWGx5odhh8_000160,orchestra,AV,False,0.9,"The video shows a small folk or bluegrass band consisting of violins, a banjo, and an electric guitar, not an orchestra."
MpWGx5odhh8_000160,playing acoustic guitar,AV,False,0.8,"The guitar visible on stage is an electric guitar, not an acoustic guitar, and the dominant acoustic instrument is a banjo."
MpWGx5odhh8_000160,"playing steel guitar, slide guitar",AV,False,0.95,There is no steel guitar or slide guitar present in either the visual or the audio tracks of this video.
Mr8WsLsNp0A_000002,rope skipping,A,False,3.0,"The audio track consists of background music and conversations in a bowling alley, with no sounds associated with rope skipping."
Mj51bVlY8Fg_000150,baby babbling,AV,False,1.0,"There is no baby in the video, and no baby babbling sounds can be heard."
Mj51bVlY8Fg_000150,"female speech, woman speaking",AV,False,0.8,"The speaker is a young child (likely a boy) playing with toys, not an adult female or woman."
Mj51bVlY8Fg_000150,people babbling,AV,False,1.0,There is only one child speaking clearly in a roleplay manner; there is no group of people babbling.
Mj51bVlY8Fg_000150,"pigeon, dove cooing",AV,False,1.0,There are no pigeons or doves present or heard cooing in the video.
Mtkhv22SoZ8_000030,horse clip-clop,A,True,1.0,The sound of horse hooves walking on a hard surface (clip-clop) is clearly audible starting from around 00:08 until the end of the video.
Mgd0Hsgl8gU_000100,machine gun shooting,AV,False,1.0,"The firearm used is a grenade launcher or single-shot weapon that produces a single explosive shot and a large cloud of smoke, not a machine gun which is characterized by rapid, continuous automatic fire."
Mt4F5APXeqI_000838,people eating,A,False,0.95,"The woman is making mouth clicking and smacking sounds as part of an ASMR video, but she is not actually eating food, so there are no sounds of people eating."
N-oRg5r2ndE_000034,plastic bottle crushing,AV,False,1.0,The video shows a person cutting a clear plastic clamshell container with scissors. This is neither a plastic bottle nor is it being crushed; it is being cut.
Mqlg9NYMidw_000011,car engine starting,V,False,1.0,The engine is not visible in the video; we only see the dashboard and climate control knobs.
Mqlg9NYMidw_000011,"male speech, man speaking",A,False,1.0,There is no human speech in the audio track of the video.
MwW0f2xh-fE_000000,people crowd,A,True,0.85,The faint background chatter and murmur of people inside the bowling center can be heard underneath the speaker's voice.
MW0ZTvRCS1o_000220,people farting,AV,True,0.9,"The man in the plaid shirt is seen bending over and heard making a loud farting noise against the cabinet door, followed by laughter."
MW0ZTvRCS1o_000220,people shuffling,A,False,0.8,"There is no clear sound of people shuffling feet or shuffling cards in the audio track; the main sounds are the farting noise, the scraping of the chair, and laughter."
Msl9dI5yweA_000000,"playing marimba, xylophone",A,True,1.0,The background audio from the start of the video up to around 00:07 features a prominent melody played on a marimba or xylophone-like synthesizer.
MbtkL5_f6-4_000000,playing acoustic guitar,AV,True,0.95,"From 0:05, we can clearly see the performers playing acoustic guitars, and the sound of acoustic guitar strums is audible in the soundtrack."
MbtkL5_f6-4_000000,playing double bass,A,True,0.9,"From the very beginning of the clip, a steady double bass line can be heard playing the low notes in the background."
MvtQF5GsJuM_000247,people whispering,AV,True,1.0,The video features two people whispering to the camera and to each other while eating noodles. This is clearly audible and visible.
MxxJWqd5948_000030,playing trombone,AV,True,1.0,"At the end of the video clip (from 00:08 onwards), a man is clearly visible playing the trombone, and its distinct sound can be heard accompanying the other instruments."
N0eKjpEcyH4_000000,"playing marimba, xylophone",AV,False,1.0,"The instrument shown and heard is a wah-wah tube, not a marimba or xylophone."
MxSoqiN92v0_000134,wind noise,A,True,0.9,"There is a continuous wind blowing sound heard throughout the clip, which is typical microphone wind noise."
Ms9NR9_hCuY_000038,people babbling,AV,False,0.9,"There is a single voice counting in the background, but no people babbling or crowd murmuring is present."
Ms9NR9_hCuY_000038,playing drum kit,AV,False,0.95,"The musicians are playing marching bass drums individually as part of a drumline, which is distinct from playing a drum kit (or drum set) usually played by a single sitting performer."
N1IM3f-TN4o_000000,alarm clock ringing,AV,False,1.0,"The alarm in the video is a gas leak detector, not an alarm clock. While there is a visual and audible alarm, it belongs to a gas detection device."
MsXvOWXDlOI_000012,baby babbling,AV,True,0.8,"The baby is seen lying in a blanket and makes soft vocalizations/coos at around 0:04 and 0:07, which can be described as baby babbling/cooing."
MsXvOWXDlOI_000012,people babbling,AV,False,1.0,There are no sounds of a crowd or multiple people talking/babbling in the background.
MsXvOWXDlOI_000012,playing harp,V,False,1.0,There is no harp or anyone playing a harp visible in the video.
N4JQ0uzRjpA_000274,playing shofar,AV,False,1.0,"The instrument being played by the musician on the left is an ocarina/flute, and the other instruments are an erhu, double bass, and piano. No shofar is present or heard in the video."
Ml6KsMRQz1g_000000,ferret dooking,AV,False,0.9,"Although the video visually features ferrets playing, they do not make the distinctive dooking vocalization in the audio track; only shuffling and movement sounds are audible."
MrHp70quN94_000030,"male speech, man speaking",A,False,0.9,There is no human speech heard in the audio track; only wind and vehicle/engine noises are present.
MrHp70quN94_000030,"motorboat, speedboat acceleration",AV,False,0.9,"Although a motorboat is visible on a trailer, its engine is not running and we do not hear any motorboat acceleration sound in the audio track."
MxlG--30VvM_000008,driving buses,AV,False,0.9,"The white vehicle in front of the camera is a Nissan NV350 Caravan van, not a bus. There are no other buses driving in the video clip, and no sounds of buses are audible."
N2CdQ4bWCkE_000022,electric grinder grinding,A,False,0.95,"The sound heard in the video is an electric razor or shaver running, not an electric grinder grinding metal or stone."
N2CdQ4bWCkE_000022,hedge trimmer running,A,False,0.95,"The sound in the video is from a small personal care electric razor and nose hair trimmer, not a large gardening hedge trimmer."
N0d1cK2k1Eg_000000,goose honking,A,True,0.85,There are audible geese honking and cackling sounds in the background throughout the video.
N4yxwdPnRQk_000028,wind noise,A,True,0.8,"The audio track contains a prominent rushing sound that resembles wind noise or blowing air, used as a sound effect for the rocket's movement in space."
N3i32rhrX-s_000014,"female speech, woman speaking",A,False,1.0,There is no female voice or speech audible in the clip. Only the baby crying and the man laughing are heard.
N3i32rhrX-s_000014,"male speech, man speaking",AV,False,0.9,"The man on screen laughs, but he does not speak any words, so there is no male speech."
N0c6P3Po5J0_000118,black capped chickadee calling,AV,False,1.0,"The birds featured in the video and heard in the audio are Java sparrows, not black-capped chickadees, and their vocalizations do not match a black-capped chickadee's call."
N68rDUSvx9Y_000030,duck quacking,AV,False,1.0,"Although there is a duck or turkey call sound heard in the audio, there are no ducks visible in the video (the birds shown in the field are turkeys)."
N9VpRM5Dx3g_000133,"female speech, woman speaking",A,True,0.9,A woman's voice speaking in the background is clearly audible around the 00:03 to 00:05 mark.
NDkg1d91Yq0_000206,"male speech, man speaking",A,True,1.0,"At around 0:03 to 0:05, the man speaking on the roller coaster is clearly heard saying something in Russian (Короче, самое страшное прошли)."
NPXZIqxKvXA_000030,playing didgeridoo,AV,True,1.0,"The man is clearly shown blowing into a wooden coiled didgeridoo, producing the characteristic drone sound of the instrument."
NAdLC19r7MU_000245,"bird chirping, tweeting",AV,False,1.0,"There are no birds visible in the video, nor can any bird chirping or tweeting be heard in the audio; the video takes place in an indoor wood workshop with a person speaking."
NAdLC19r7MU_000245,wood thrush calling,AV,False,1.0,There is no wood thrush visible or audible in the video; the audio consists of a person explaining table saw adjustments in an indoor setting.
N7Ujd7RDg9g_000043,cat purring,AV,True,0.9,"The cat's loud, rhythmic purring sound is clearly audible throughout the video, and the cats themselves are visible in the scene."
N7Ujd7RDg9g_000043,rapping,A,False,1.0,"There is no rapping, vocal performance, or music of any kind in the audio track."
NChR0sxb9ig_000039,spraying water,AV,False,0.9,"The workers are spraying mulch/soil using a blower hose, not spraying water. Although there is a water stream nearby, the action of spraying water does not occur."
NHMSZ6en7m4_000150,ocean burbling,AV,False,0.9,"There is no sound of water burbling or bubbling in the audio track, only a splash at the end. Visually, the water looks like a canal, pool, or fountain rather than an ocean, and there is no visible burbling."
NIRF2ugmr9o_000030,wind rustling leaves,AV,False,1.0,"The video displays a large aircraft taxiing on a runway, and the audio consists primarily of jet engine noise. There are no leaves visible rustling in the wind, nor is the sound of rustling leaves audible."
NFkZs_B6Cew_000006,"female speech, woman speaking",A,False,1.0,There is no female speech audible in the clip; the audio is dominated by the band's drums and brass instruments.
NFkZs_B6Cew_000006,"male speech, man speaking",A,False,1.0,There is no male speech audible in the clip; only the band music and drums can be heard.
NDLPoJsqqoA_000060,wind noise,A,True,0.8,"The rushing, swooshing sound heard during the movement of the fireballs and smoke from 00:06 to 00:09 resembles wind noise or rushing air."
N7tVUQOobkY_000289,people eating crisps,AV,False,1.0,"The person in the video is eating cold noodles and kimchi, not crisps."
NNlWhUTKqI0_000030,playing piano,A,False,1.0,The audio track contains only choral vocalization/singing; there is no piano music present in the video.
NGvamh45l6k_000022,ferret dooking,AV,False,1.0,"The animals in the video are baby otters, not ferrets, and the sounds they make are baby otter squeaks/chirps rather than ferret dooking."
NRJw5ZZMBnw_000030,car engine idling,AV,False,1.0,"The engine shown and heard in the video is a small lawn mower engine, not a car engine."
NF1lwZ24RYI_000030,dog growling,AV,False,0.9,"The dog in the video is whining, barking, and howling, but it is not growling. Growling is a low-pitched, guttural sound, whereas the dog's vocalizations here are high-pitched."
NEGXDnMhd5A_000040,dog barking,V,False,1.0,"The dog in the video is seen shaking itself and walking in the water, but its mouth is closed and it is not visually barking at any point."
NEGXDnMhd5A_000040,dog bow-wow,V,False,1.0,The dog is not shown performing any barking or bow-wow actions visually in the clip.
NKfyi7q0JNU_000030,people screaming,A,False,1.0,"The audio contains a person speaking/scolding a dog firmly, and the dog growling, but there is no sound of people screaming."
NSeNs6bXjpQ_000320,people burping,A,True,1.0,"Between 00:05 and 00:07 in the video, a loud, clear burping sound is heard, produced by the green animated monster."
NIuu97_y33A_000030,playing cello,AV,False,1.0,"The instrument being played is a double bass (upright bass) using a slap-bass technique, not a cello, which is smaller and typically played while seated."
NGvamh45l6k_000039,ferret dooking,AV,False,1.0,"The animals in the video are baby otters, not ferrets, and they are making otter pup squeaking sounds rather than ferret dooking."
NGvamh45l6k_000039,people whistling,A,False,0.9,"The high-pitched sounds heard in the video are the squeaks and chirps of the baby otters, not humans whistling."
NIRIm_X74e8_000101,bird squawking,A,False,1.0,There is no sound of birds squawking in the audio track of this clip.
NIRIm_X74e8_000101,goose honking,A,False,1.0,There is no sound of a goose honking in the audio track.
NIRIm_X74e8_000101,"male speech, man speaking",V,False,1.0,There is no man speaking visible in the video; we only see a close-up of a golf club and ball.
NGG0Iosv8Lo_000183,playing badminton,AV,False,0.7,"The video displays squash or racquetball, not badminton."
NGG0Iosv8Lo_000183,rope skipping,AV,False,0.7,There is no jump rope or skipping activity visible or audible.
NWzLu1xRyK4_000000,wind noise,AV,False,1.0,"While wind noise is clearly audible in the background sound effects, there is no visual representation of wind or its effects in the video, which only displays text and logo graphics."
NSbXOm-dmxs_000170,"child speech, kid speaking",A,False,1.0,The only speech heard in the video comes from adult individuals; there is no child speech or kid speaking present in the audio track.
NOZsDTFLm7M_000000,child singing,AV,False,1.0,"There is no child visible in the video, and the audio features a toy wind instrument playing rather than a child singing."
ND5nBdo7Lwo_000090,cap gun shooting,AV,False,0.9,"The firearm shown and heard is an airsoft bolt-action sniper rifle, not a cap gun. The sound produced is a mechanical spring release and a bolt action click, not a cap gun pop."
ND5nBdo7Lwo_000090,firing muskets,AV,False,1.0,"The firearm in the video is a modern bolt-action sniper rifle, not a historical musket."
NAiOfUtiXeM_000030,train wheels squealing,AV,False,0.95,"There is no screeching or squealing sound from the train wheels in the audio track, only the regular rhythmic clacking of the train on the tracks."
NAiOfUtiXeM_000030,train whistling,AV,True,1.0,The toy train is clearly visible in the scene while multiple train whistle/horn sounds are heard playing in the audio.
NHJckoJ0iUY_000054,"female speech, woman speaking",A,True,0.8,A distant female voice can be heard talking in the background from around 0:01 to 0:07.
NHJckoJ0iUY_000054,"male speech, man speaking",AV,False,1.0,"There is no man visible in the video, nor is there any audible male speech."
NHJckoJ0iUY_000054,stream burbling,AV,False,1.0,"The sound heard is the spray/hiss of a high-pressure mist/fog system, and no water stream is visible or audible."
NSEzNYgLuAs_000077,children shouting,AV,True,1.0,"The video shows children visibly opening their mouths and shouting/screaming, and the audio clearly captures their loud shouting voices."
NXeVBvS5cxQ_000030,"male speech, man speaking",AV,True,0.95,"At the beginning of the video, a man is shown lying down, looking at the camera, and speaking softly. Both his voice is audible, and his lips are seen moving."
N6kPF5-9IOw_000034,"bee, wasp, etc. buzzing",A,False,4,There is no audible buzzing of bees or wasps.
N6kPF5-9IOw_000034,"bird chirping, tweeting",A,True,4,Distinct bird chirping can be heard in the background.
N6kPF5-9IOw_000034,cricket chirping,A,False,4,Cricket chirping sounds are absent from the audio track.
NXgo0uXN5e4_000076,singing bowl,AV,False,1.0,There is no singing bowl visible or audible in this video game clip.
NE_DQerjrVU_000020,playing hammond organ,AV,False,0.9,"The instrument shown and heard is a pipe organ, not a Hammond organ (which is a specific type of electric organ with a distinct electronic/tonewheel sound)."
N_R8C0Qfp30_000290,playing saxophone,A,False,1.0,There is no saxophone sound in the audio track of the video. The only sounds present are Mr. Bean talking/vocalizing and a ship's horn blowing.
NJw1ymMGC7g_000160,"pigeon, dove cooing",AV,True,0.9,"Pigeons are clearly visible throughout the video, and their cooing sounds are audible in the background."
NJw1ymMGC7g_000160,wind rustling leaves,A,False,0.8,There is no sound of wind rustling leaves audible in the clip; the background audio consists of pigeon cooing and movement.
NEm4vbonbH4_000076,rope skipping,A,False,4.0,"The audio contains bird vocalizations and background wind, but there is no sound of rope skipping."
NeXdn9yUhOw_000410,playing piano,A,True,0.9,An electric piano/synthesizer keyboard playing chords is clearly audible in the background throughout the first half of the clip.
NWSPfogY_Ms_000570,playing timpani,AV,False,1.0,"There is no timpani being played in the video, either visually or audibly."
NWSPfogY_Ms_000570,playing tympani,AV,False,1.0,"There is no tympani being played in the video, either visually or audibly."
NKZif1Qw33E_000003,car passing by,AV,False,0.8,"While oncoming cars are clearly visible passing the camera vehicle, their individual sounds are not audibly distinguishable over the windshield wipers, the ego-vehicle's own interior/road noise, and the loud siren."
